benchmark	measure	model	layer	spearman	spearmanp	permutation_test	permutation_testp
dwug_de12	ap+jsd	xlm-r	6	0.28	0.049	0.28	0.059
dwug_de12	ap+apdp	xlm-r	6	0.444	0.001	0.444	0.02
dwug_de12	app+jsd	xlm-r	6	-0.189	0.188	-0.189	0.218
dwug_de12	app+apdp	xlm-r	6	0.433	0.002	0.433	0.02
dwug_de12	apd	xlm-r	7	0.471	0.001	0.471	0.02
dwug_de12	prt	xlm-r	7	0.385	0.006	0.385	0.02
dwug_de12	ap+jsd	xlm-r	7	0.387	0.006	0.387	0.04
dwug_de12	ap+apdp	xlm-r	7	0.565	0.0	0.565	0.02
dwug_de12	app+jsd	xlm-r	7	0.047	0.747	0.047	0.713
dwug_de12	app+apdp	xlm-r	7	0.514	0.0	0.514	0.02
dwug_de12	apd	xlm-r	8	0.474	0.001	0.474	0.04
dwug_de12	prt	xlm-r	8	0.402	0.004	0.402	0.02
dwug_de12	ap+jsd	xlm-r	8	0.393	0.005	0.393	0.02
dwug_de12	ap+apdp	xlm-r	8	0.637	0.0	0.637	0.02
dwug_de12	app+jsd	xlm-r	8	0.006	0.968	0.006	0.812
dwug_de12	app+apdp	xlm-r	8	0.565	0.0	0.565	0.02
dwug_de12	apd	xlm-r	9	0.479	0.0	0.479	0.02
dwug_de12	prt	xlm-r	9	0.477	0.0	0.477	0.02
dwug_de12	ap+jsd	xlm-r	9	0.361	0.01	0.361	0.059
dwug_de12	ap+apdp	xlm-r	9	0.509	0.0	0.509	0.02
dwug_de12	app+jsd	xlm-r	9	0.182	0.207	0.182	0.198
dwug_de12	app+apdp	xlm-r	9	0.573	0.0	0.573	0.02
dwug_de12	apd	xlm-r	10	0.433	0.002	0.433	0.02
dwug_de12	prt	xlm-r	10	0.486	0.0	0.486	0.02
dwug_de12	ap+jsd	xlm-r	10	0.334	0.018	0.334	0.02
dwug_de12	ap+apdp	xlm-r	10	0.449	0.001	0.449	0.02
dwug_de12	app+jsd	xlm-r	10	0.159	0.271	0.159	0.277
dwug_de12	app+apdp	xlm-r	10	0.477	0.0	0.477	0.02
dwug_de12	apd	xlm-r	11	0.409	0.003	0.409	0.02
dwug_de12	prt	xlm-r	11	0.507	0.0	0.507	0.02
dwug_de12	ap+jsd	xlm-r	11	0.435	0.002	0.435	0.02
dwug_de12	ap+apdp	xlm-r	11	0.47	0.001	0.47	0.02
dwug_de12	app+jsd	xlm-r	11	0.058	0.687	0.058	0.95
dwug_de12	app+apdp	xlm-r	11	0.486	0.0	0.486	0.02
dwug_de12	apd	xlm-r	12	0.264	0.064	0.264	0.099
dwug_de12	prt	xlm-r	12	0.369	0.008	0.369	0.02
dwug_de12	ap+jsd	xlm-r	12	0.224	0.118	0.224	0.139
dwug_de12	ap+apdp	xlm-r	12	0.399	0.004	0.399	0.04
dwug_de12	app+jsd	xlm-r	12	-0.106	0.463	-0.106	0.554
dwug_de12	app+apdp	xlm-r	12	0.499	0.0	0.499	0.02
dwug_de12	apd	xl-lexeme	tuned	0.839	0.0	0.839	0.02
dwug_de12	prt	xl-lexeme	tuned	0.824	0.0	0.824	0.02
dwug_de12	ap+jsd	xl-lexeme	tuned	0.499	0.0	0.499	0.02
dwug_de12	ap+apdp	xl-lexeme	tuned	0.775	0.0	0.775	0.02
dwug_de12	app+jsd	xl-lexeme	tuned	0.1	0.489	0.1	0.416
dwug_de12	app+apdp	xl-lexeme	tuned	0.677	0.0	0.677	0.02
dwug_zh12	apd	bert	1	0.34	0.032	0.34	0.04
dwug_zh12	prt	bert	1	0.383	0.015	0.383	0.04
dwug_zh12	ap+jsd	bert	1	0.118	0.468	0.118	0.594
dwug_zh12	ap+apdp	bert	1	0.117	0.471	0.117	0.436
dwug_zh12	app+jsd	bert	1	-0.055	0.735	-0.055	0.911
dwug_zh12	app+apdp	bert	1	0.122	0.455	0.122	0.436
dwug_zh12	apd	bert	2	0.54	0.0	0.54	0.02
dwug_zh12	prt	bert	2	0.582	0.0	0.582	0.02
dwug_zh12	ap+jsd	bert	2	0.301	0.059	0.301	0.059
dwug_zh12	ap+apdp	bert	2	0.619	0.0	0.619	0.02
dwug_zh12	app+jsd	bert	2	0.189	0.244	0.189	0.139
dwug_zh12	app+apdp	bert	2	0.371	0.019	0.371	0.079
dwug_zh12	apd	bert	3	0.594	0.0	0.594	0.02
dwug_zh12	prt	bert	3	0.676	0.0	0.676	0.02
dwug_zh12	ap+jsd	bert	3	0.189	0.243	0.189	0.277
dwug_zh12	ap+apdp	bert	3	0.179	0.268	0.179	0.218
dwug_zh12	app+jsd	bert	3	-0.029	0.86	-0.029	0.851
dwug_zh12	app+apdp	bert	3	0.256	0.111	0.256	0.139
dwug_zh12	apd	bert	4	0.747	0.0	0.747	0.02
dwug_zh12	prt	bert	4	0.691	0.0	0.691	0.02
dwug_zh12	ap+jsd	bert	4	0.36	0.023	0.36	0.04
dwug_zh12	ap+apdp	bert	4	0.393	0.012	0.393	0.04
dwug_zh12	app+jsd	bert	4	0.016	0.92	0.016	0.871
dwug_zh12	app+apdp	bert	4	0.388	0.013	0.388	0.02
dwug_zh12	apd	bert	5	0.72	0.0	0.72	0.02
dwug_zh12	prt	bert	5	0.651	0.0	0.651	0.02
dwug_zh12	ap+jsd	bert	5	0.251	0.118	0.251	0.119
dwug_zh12	ap+apdp	bert	5	0.306	0.055	0.306	0.099
dwug_zh12	app+jsd	bert	5	0.279	0.081	0.279	0.079
dwug_zh12	app+apdp	bert	5	0.524	0.001	0.524	0.02
dwug_zh12	apd	bert	6	0.667	0.0	0.667	0.02
dwug_zh12	prt	bert	6	0.637	0.0	0.637	0.02
dwug_zh12	ap+jsd	bert	6	0.458	0.003	0.458	0.02
dwug_zh12	ap+apdp	bert	6	0.532	0.0	0.532	0.02
dwug_zh12	app+jsd	bert	6	0.205	0.204	0.205	0.178
dwug_zh12	app+apdp	bert	6	0.446	0.004	0.446	0.02
dwug_zh12	apd	bert	7	0.645	0.0	0.645	0.02
dwug_zh12	prt	bert	7	0.641	0.0	0.641	0.02
dwug_zh12	ap+jsd	bert	7	0.292	0.067	0.292	0.04
dwug_zh12	ap+apdp	bert	7	0.363	0.021	0.363	0.04
dwug_zh12	app+jsd	bert	7	0.24	0.136	0.24	0.158
dwug_zh12	app+apdp	bert	7	0.338	0.033	0.338	0.04
dwug_zh12	apd	bert	8	0.654	0.0	0.654	0.02
dwug_zh12	prt	bert	8	0.664	0.0	0.664	0.02
dwug_zh12	ap+jsd	bert	8	0.113	0.488	0.113	0.495
dwug_zh12	ap+apdp	bert	8	0.325	0.041	0.325	0.059
dwug_zh12	app+jsd	bert	8	0.083	0.61	0.083	0.653
dwug_zh12	app+apdp	bert	8	0.475	0.002	0.475	0.02
dwug_zh12	apd	bert	9	0.667	0.0	0.667	0.02
dwug_zh12	prt	bert	9	0.671	0.0	0.671	0.02
dwug_zh12	ap+jsd	bert	9	0.423	0.007	0.423	0.02
dwug_zh12	ap+apdp	bert	9	0.512	0.001	0.512	0.02
dwug_zh12	app+jsd	bert	9	0.369	0.019	0.369	0.02
dwug_zh12	app+apdp	bert	9	0.404	0.01	0.404	0.02
dwug_zh12	apd	bert	10	0.625	0.0	0.625	0.02
dwug_zh12	prt	bert	10	0.626	0.0	0.626	0.02
dwug_zh12	ap+jsd	bert	10	0.43	0.006	0.43	0.02
dwug_zh12	ap+apdp	bert	10	0.504	0.001	0.504	0.02
dwug_zh12	app+jsd	bert	10	0.218	0.176	0.218	0.238
dwug_zh12	app+apdp	bert	10	0.428	0.006	0.428	0.02
dwug_zh12	apd	bert	11	0.604	0.0	0.604	0.02
dwug_zh12	prt	bert	11	0.602	0.0	0.602	0.02
dwug_zh12	ap+jsd	bert	11	0.322	0.043	0.322	0.04
dwug_zh12	ap+apdp	bert	11	0.516	0.001	0.516	0.02
dwug_zh12	app+jsd	bert	11	0.329	0.038	0.329	0.04
dwug_zh12	app+apdp	bert	11	0.539	0.0	0.539	0.02
dwug_zh12	apd	bert	12	0.656	0.0	0.656	0.02
dwug_zh12	prt	bert	12	0.712	0.0	0.712	0.02
dwug_zh12	ap+jsd	bert	12	0.165	0.308	0.165	0.277
dwug_zh12	ap+apdp	bert	12	0.285	0.075	0.285	0.139
dwug_zh12	app+jsd	bert	12	0.132	0.418	0.132	0.257
dwug_zh12	app+apdp	bert	12	0.533	0.0	0.533	0.02
dwug_zh12	apd	mbert	1	-0.1	0.539	-0.1	0.792
dwug_zh12	prt	mbert	1	0.017	0.916	0.017	0.871
dwug_zh12	ap+jsd	mbert	1	-0.179	0.268	-0.179	0.257
dwug_zh12	ap+apdp	mbert	1	-0.174	0.284	-0.174	0.297
dwug_zh12	app+jsd	mbert	1	-0.084	0.606	-0.084	0.792
dwug_zh12	app+apdp	mbert	1	0.026	0.873	0.026	0.792
dwug_zh12	apd	mbert	2	0.263	0.101	0.263	0.079
dwug_zh12	prt	mbert	2	0.192	0.235	0.192	0.218
dwug_zh12	ap+jsd	mbert	2	-0.058	0.722	-0.058	0.535
dwug_zh12	ap+apdp	mbert	2	0.154	0.343	0.154	0.297
dwug_zh12	app+jsd	mbert	2	-0.07	0.668	-0.07	0.792
dwug_zh12	app+apdp	mbert	2	-0.013	0.938	-0.013	0.733
dwug_zh12	apd	mbert	3	0.464	0.003	0.464	0.02
dwug_zh12	prt	mbert	3	0.397	0.011	0.397	0.02
dwug_zh12	ap+jsd	mbert	3	0.221	0.171	0.221	0.178
dwug_zh12	ap+apdp	mbert	3	0.359	0.023	0.359	0.02
dwug_zh12	app+jsd	mbert	3	0.057	0.726	0.057	0.634
dwug_zh12	app+apdp	mbert	3	0.114	0.483	0.114	0.396
dwug_zh12	apd	mbert	4	0.613	0.0	0.613	0.02
dwug_zh12	prt	mbert	4	0.525	0.001	0.525	0.02
dwug_zh12	ap+jsd	mbert	4	0.322	0.043	0.322	0.059
dwug_zh12	ap+apdp	mbert	4	0.459	0.003	0.459	0.02
dwug_zh12	app+jsd	mbert	4	-0.002	0.989	-0.002	0.95
dwug_zh12	app+apdp	mbert	4	0.279	0.081	0.279	0.099
dwug_zh12	apd	mbert	5	0.662	0.0	0.662	0.02
dwug_zh12	prt	mbert	5	0.551	0.0	0.551	0.02
dwug_zh12	ap+jsd	mbert	5	0.689	0.0	0.689	0.02
dwug_zh12	ap+apdp	mbert	5	0.677	0.0	0.677	0.02
dwug_zh12	app+jsd	mbert	5	0.26	0.106	0.26	0.04
dwug_zh12	app+apdp	mbert	5	0.193	0.233	0.193	0.337
dwug_zh12	apd	mbert	6	0.661	0.0	0.661	0.02
dwug_zh12	prt	mbert	6	0.556	0.0	0.556	0.02
dwug_zh12	ap+jsd	mbert	6	0.342	0.031	0.342	0.04
dwug_zh12	ap+apdp	mbert	6	0.263	0.101	0.263	0.139
dwug_zh12	app+jsd	mbert	6	0.168	0.3	0.168	0.257
dwug_zh12	app+apdp	mbert	6	0.271	0.091	0.271	0.04
dwug_zh12	apd	mbert	7	0.725	0.0	0.725	0.02
dwug_zh12	prt	mbert	7	0.613	0.0	0.613	0.02
dwug_zh12	ap+jsd	mbert	7	0.226	0.161	0.226	0.178
dwug_zh12	ap+apdp	mbert	7	0.387	0.014	0.387	0.02
dwug_zh12	app+jsd	mbert	7	0.212	0.188	0.212	0.119
dwug_zh12	app+apdp	mbert	7	0.298	0.062	0.298	0.04
dwug_zh12	apd	mbert	8	0.715	0.0	0.715	0.02
dwug_zh12	prt	mbert	8	0.619	0.0	0.619	0.02
dwug_zh12	ap+jsd	mbert	8	0.231	0.151	0.231	0.198
dwug_zh12	ap+apdp	mbert	8	0.318	0.045	0.318	0.079
dwug_zh12	app+jsd	mbert	8	0.381	0.015	0.381	0.02
dwug_zh12	app+apdp	mbert	8	0.325	0.041	0.325	0.099
dwug_zh12	apd	mbert	9	0.67	0.0	0.67	0.02
dwug_zh12	prt	mbert	9	0.606	0.0	0.606	0.02
dwug_zh12	ap+jsd	mbert	9	0.404	0.01	0.404	0.04
dwug_zh12	ap+apdp	mbert	9	0.399	0.011	0.399	0.02
dwug_zh12	app+jsd	mbert	9	0.298	0.062	0.298	0.059
dwug_zh12	app+apdp	mbert	9	0.347	0.028	0.347	0.079
dwug_zh12	apd	mbert	10	0.656	0.0	0.656	0.02
dwug_zh12	prt	mbert	10	0.583	0.0	0.583	0.02
dwug_zh12	ap+jsd	mbert	10	0.291	0.068	0.291	0.099
dwug_zh12	ap+apdp	mbert	10	0.515	0.001	0.515	0.02
dwug_zh12	app+jsd	mbert	10	0.121	0.459	0.121	0.475
dwug_zh12	app+apdp	mbert	10	0.355	0.024	0.355	0.04
dwug_zh12	apd	mbert	11	0.628	0.0	0.628	0.02
dwug_zh12	prt	mbert	11	0.55	0.0	0.55	0.02
dwug_zh12	ap+jsd	mbert	11	0.223	0.166	0.223	0.158
dwug_zh12	ap+apdp	mbert	11	0.405	0.009	0.405	0.02
dwug_zh12	app+jsd	mbert	11	0.109	0.504	0.109	0.594
dwug_zh12	app+apdp	mbert	11	0.277	0.084	0.277	0.158
dwug_zh12	apd	mbert	12	0.689	0.0	0.689	0.02
dwug_zh12	prt	mbert	12	0.524	0.001	0.524	0.02
dwug_zh12	ap+jsd	mbert	12	0.465	0.003	0.465	0.02
dwug_zh12	ap+apdp	mbert	12	0.458	0.003	0.458	0.04
dwug_zh12	app+jsd	mbert	12	-0.01	0.951	-0.01	0.97
dwug_zh12	app+apdp	mbert	12	0.338	0.033	0.338	0.059
dwug_zh12	apd	xlm-r	1	-0.222	0.168	-0.222	0.158
dwug_zh12	prt	xlm-r	1	-0.139	0.392	-0.139	0.356
dwug_zh12	ap+jsd	xlm-r	1	0.11	0.501	0.11	0.455
dwug_zh12	ap+apdp	xlm-r	1	-0.068	0.679	-0.068	0.673
dwug_zh12	app+jsd	xlm-r	1	0.208	0.199	0.208	0.218
dwug_zh12	app+apdp	xlm-r	1	0.16	0.325	0.16	0.297
dwug_zh12	apd	xlm-r	2	0.338	0.033	0.338	0.059
dwug_zh12	prt	xlm-r	2	0.14	0.39	0.14	0.396
dwug_zh12	ap+jsd	xlm-r	2	-0.048	0.768	-0.048	0.851
dwug_zh12	ap+apdp	xlm-r	2	-0.089	0.586	-0.089	0.614
dwug_zh12	app+jsd	xlm-r	2	0.011	0.945	0.011	0.931
dwug_zh12	app+apdp	xlm-r	2	0.063	0.698	0.063	0.653
dwug_zh12	apd	xlm-r	3	0.54	0.0	0.54	0.02
dwug_zh12	prt	xlm-r	3	0.424	0.006	0.424	0.02
dwug_zh12	ap+jsd	xlm-r	3	-0.143	0.379	-0.143	0.297
dwug_zh12	ap+apdp	xlm-r	3	0.086	0.596	0.086	0.614
dwug_zh12	app+jsd	xlm-r	3	0.363	0.021	0.363	0.059
dwug_zh12	app+apdp	xlm-r	3	0.349	0.027	0.349	0.04
dwug_zh12	apd	xlm-r	4	0.615	0.0	0.615	0.02
dwug_zh12	prt	xlm-r	4	0.544	0.0	0.544	0.02
dwug_zh12	ap+jsd	xlm-r	4	-0.047	0.772	-0.047	0.891
dwug_zh12	ap+apdp	xlm-r	4	0.318	0.046	0.318	0.059
dwug_zh12	app+jsd	xlm-r	4	0.225	0.164	0.225	0.119
dwug_zh12	app+apdp	xlm-r	4	0.417	0.007	0.417	0.04
dwug_zh12	apd	xlm-r	5	0.6	0.0	0.6	0.02
dwug_zh12	prt	xlm-r	5	0.531	0.0	0.531	0.02
dwug_zh12	ap+jsd	xlm-r	5	0.343	0.03	0.343	0.059
dwug_zh12	ap+apdp	xlm-r	5	0.597	0.0	0.597	0.02
dwug_zh12	app+jsd	xlm-r	5	-0.066	0.688	-0.066	0.713
dwug_zh12	app+apdp	xlm-r	5	0.217	0.178	0.217	0.158
dwug_zh12	apd	xlm-r	6	0.629	0.0	0.629	0.02
dwug_zh12	prt	xlm-r	6	0.475	0.002	0.475	0.02
dwug_zh12	ap+jsd	xlm-r	6	0.28	0.08	0.28	0.198
dwug_zh12	ap+apdp	xlm-r	6	0.557	0.0	0.557	0.02
dwug_zh12	app+jsd	xlm-r	6	0.105	0.521	0.105	0.436
dwug_zh12	app+apdp	xlm-r	6	0.335	0.035	0.335	0.079
dwug_zh12	apd	xlm-r	7	0.618	0.0	0.618	0.02
dwug_zh12	prt	xlm-r	7	0.549	0.0	0.549	0.02
dwug_zh12	ap+jsd	xlm-r	7	0.344	0.03	0.344	0.04
dwug_zh12	ap+apdp	xlm-r	7	0.486	0.001	0.486	0.02
dwug_zh12	app+jsd	xlm-r	7	0.236	0.142	0.236	0.218
dwug_zh12	app+apdp	xlm-r	7	0.293	0.067	0.293	0.079
dwug_zh12	apd	xlm-r	8	0.638	0.0	0.638	0.02
dwug_zh12	prt	xlm-r	8	0.575	0.0	0.575	0.02
dwug_zh12	ap+jsd	xlm-r	8	0.045	0.784	0.045	0.792
dwug_zh12	ap+apdp	xlm-r	8	0.187	0.249	0.187	0.238
dwug_zh12	app+jsd	xlm-r	8	0.176	0.278	0.176	0.257
dwug_zh12	app+apdp	xlm-r	8	0.286	0.073	0.286	0.059
dwug_zh12	apd	xlm-r	9	0.646	0.0	0.646	0.02
dwug_zh12	prt	xlm-r	9	0.646	0.0	0.646	0.02
dwug_zh12	ap+jsd	xlm-r	9	0.245	0.127	0.245	0.139
dwug_zh12	ap+apdp	xlm-r	9	0.35	0.027	0.35	0.059
dwug_zh12	app+jsd	xlm-r	9	0.066	0.687	0.066	0.614
dwug_zh12	app+apdp	xlm-r	9	0.328	0.039	0.328	0.059
dwug_zh12	apd	xlm-r	10	0.613	0.0	0.613	0.02
dwug_zh12	prt	xlm-r	10	0.619	0.0	0.619	0.02
dwug_zh12	ap+jsd	xlm-r	10	0.436	0.005	0.436	0.02
dwug_zh12	ap+apdp	xlm-r	10	0.587	0.0	0.587	0.02
dwug_zh12	app+jsd	xlm-r	10	-0.086	0.599	-0.086	0.713
dwug_zh12	app+apdp	xlm-r	10	0.383	0.015	0.383	0.04
dwug_zh12	apd	xlm-r	11	0.601	0.0	0.601	0.02
dwug_zh12	prt	xlm-r	11	0.62	0.0	0.62	0.02
dwug_zh12	ap+jsd	xlm-r	11	0.243	0.131	0.243	0.139
dwug_zh12	ap+apdp	xlm-r	11	0.573	0.0	0.573	0.02
dwug_zh12	app+jsd	xlm-r	11	0.399	0.011	0.399	0.02
dwug_zh12	app+apdp	xlm-r	11	0.372	0.018	0.372	0.04
dwug_zh12	apd	xlm-r	12	0.5	0.001	0.5	0.02
dwug_zh12	prt	xlm-r	12	0.558	0.0	0.558	0.04
dwug_zh12	ap+jsd	xlm-r	12	0.448	0.004	0.448	0.02
dwug_zh12	ap+apdp	xlm-r	12	0.5	0.001	0.5	0.02
dwug_zh12	app+jsd	xlm-r	12	0.208	0.198	0.208	0.139
dwug_zh12	app+apdp	xlm-r	12	0.382	0.015	0.382	0.02
dwug_zh12	apd	xl-lexeme	tuned	0.731	0.0	0.731	0.02
dwug_zh12	prt	xl-lexeme	tuned	0.699	0.0	0.699	0.02
dwug_zh12	ap+jsd	xl-lexeme	tuned	0.308	0.053	0.308	0.079
dwug_zh12	ap+apdp	xl-lexeme	tuned	0.315	0.048	0.315	0.059
dwug_zh12	app+jsd	xl-lexeme	tuned	-0.275	0.086	-0.275	0.02
dwug_zh12	app+apdp	xl-lexeme	tuned	0.563	0.0	0.563	0.02
dwug_ru12	apd	bert	1	0.335	0.0	0.335	0.02
dwug_ru12	prt	bert	1	0.263	0.005	0.263	0.02
dwug_ru12	ap+jsd	bert	1	0.05	0.603	0.05	0.614
dwug_ru12	ap+apdp	bert	1	0.218	0.022	0.218	0.04
dwug_ru12	app+jsd	bert	1	0.004	0.966	0.004	1.0
dwug_ru12	app+apdp	bert	1	0.159	0.097	0.159	0.079
dwug_ru12	apd	bert	2	0.374	0.0	0.374	0.02
dwug_ru12	prt	bert	2	0.304	0.001	0.304	0.02
dwug_ru12	ap+jsd	bert	2	-0.127	0.184	-0.127	0.257
dwug_ru12	ap+apdp	bert	2	0.075	0.434	0.075	0.356
dwug_ru12	app+jsd	bert	2	0.022	0.82	0.022	0.931
dwug_ru12	app+apdp	bert	2	0.209	0.027	0.209	0.04
dwug_ru12	apd	bert	3	0.427	0.0	0.427	0.02
dwug_ru12	prt	bert	3	0.338	0.0	0.338	0.02
dwug_ru12	ap+jsd	bert	3	-0.006	0.954	-0.006	0.99
dwug_ru12	ap+apdp	bert	3	0.147	0.123	0.147	0.198
dwug_ru12	app+jsd	bert	3	0.128	0.181	0.128	0.218
dwug_ru12	app+apdp	bert	3	0.251	0.008	0.251	0.04
dwug_ru12	apd	bert	4	0.492	0.0	0.492	0.02
dwug_ru12	prt	bert	4	0.398	0.0	0.398	0.02
dwug_ru12	ap+jsd	bert	4	0.093	0.333	0.093	0.297
dwug_ru12	ap+apdp	bert	4	0.204	0.031	0.204	0.02
dwug_ru12	app+jsd	bert	4	0.024	0.799	0.024	0.851
dwug_ru12	app+apdp	bert	4	0.091	0.342	0.091	0.396
dwug_ru12	apd	bert	5	0.519	0.0	0.519	0.02
dwug_ru12	prt	bert	5	0.399	0.0	0.399	0.02
dwug_ru12	ap+jsd	bert	5	0.072	0.453	0.072	0.614
dwug_ru12	ap+apdp	bert	5	0.255	0.007	0.255	0.02
dwug_ru12	app+jsd	bert	5	-0.112	0.24	-0.112	0.297
dwug_ru12	app+apdp	bert	5	-0.034	0.719	-0.034	0.812
dwug_ru12	apd	bert	6	0.516	0.0	0.516	0.02
dwug_ru12	prt	bert	6	0.391	0.0	0.391	0.02
dwug_ru12	ap+jsd	bert	6	-0.049	0.607	-0.049	0.653
dwug_ru12	ap+apdp	bert	6	0.229	0.016	0.229	0.02
dwug_ru12	app+jsd	bert	6	0.05	0.6	0.05	0.574
dwug_ru12	app+apdp	bert	6	0.094	0.326	0.094	0.337
dwug_ru12	apd	bert	7	0.549	0.0	0.549	0.02
dwug_ru12	prt	bert	7	0.411	0.0	0.411	0.02
dwug_ru12	ap+jsd	bert	7	0.082	0.394	0.082	0.455
dwug_ru12	ap+apdp	bert	7	0.262	0.006	0.262	0.04
dwug_ru12	app+jsd	bert	7	-0.044	0.647	-0.044	0.495
dwug_ru12	app+apdp	bert	7	0.017	0.86	0.017	0.733
dwug_ru12	apd	bert	8	0.566	0.0	0.566	0.02
dwug_ru12	prt	bert	8	0.404	0.0	0.404	0.02
dwug_ru12	ap+jsd	bert	8	0.058	0.545	0.058	0.634
dwug_ru12	ap+apdp	bert	8	0.259	0.006	0.259	0.059
dwug_ru12	app+jsd	bert	8	-0.094	0.328	-0.094	0.554
dwug_ru12	app+apdp	bert	8	0.0	0.997	0.0	0.99
dwug_ru12	apd	bert	9	0.539	0.0	0.539	0.02
dwug_ru12	prt	bert	9	0.375	0.0	0.375	0.02
dwug_ru12	ap+jsd	bert	9	0.038	0.693	0.038	0.792
dwug_ru12	ap+apdp	bert	9	0.184	0.053	0.184	0.059
dwug_ru12	app+jsd	bert	9	-0.044	0.646	-0.044	0.554
dwug_ru12	app+apdp	bert	9	-0.002	0.985	-0.002	0.97
dwug_ru12	apd	bert	10	0.515	0.0	0.515	0.02
dwug_ru12	prt	bert	10	0.349	0.0	0.349	0.02
dwug_ru12	ap+jsd	bert	10	0.126	0.188	0.126	0.238
dwug_ru12	ap+apdp	bert	10	0.279	0.003	0.279	0.02
dwug_ru12	app+jsd	bert	10	0.149	0.119	0.149	0.02
dwug_ru12	app+apdp	bert	10	0.011	0.913	0.011	0.97
dwug_ru12	apd	bert	11	0.439	0.0	0.439	0.02
dwug_ru12	prt	bert	11	0.319	0.001	0.319	0.02
dwug_ru12	ap+jsd	bert	11	-0.004	0.97	-0.004	0.832
dwug_ru12	ap+apdp	bert	11	0.227	0.016	0.227	0.059
dwug_ru12	app+jsd	bert	11	0.066	0.49	0.066	0.673
dwug_ru12	app+apdp	bert	11	0.134	0.161	0.134	0.218
dwug_ru12	apd	bert	12	0.518	0.0	0.518	0.02
dwug_ru12	prt	bert	12	0.4	0.0	0.4	0.02
dwug_ru12	ap+jsd	bert	12	0.069	0.47	0.069	0.653
dwug_ru12	ap+apdp	bert	12	0.213	0.025	0.213	0.079
dwug_ru12	app+jsd	bert	12	0.006	0.951	0.006	0.931
dwug_ru12	app+apdp	bert	12	0.135	0.159	0.135	0.158
dwug_ru12	apd	mbert	1	0.204	0.032	0.204	0.04
dwug_ru12	prt	mbert	1	0.271	0.004	0.271	0.02
dwug_ru12	ap+jsd	mbert	1	-0.001	0.988	-0.001	0.911
dwug_ru12	ap+apdp	mbert	1	0.01	0.914	0.01	0.733
dwug_ru12	app+jsd	mbert	1	0.003	0.979	0.003	0.812
dwug_ru12	app+apdp	mbert	1	0.047	0.624	0.047	0.713
dwug_ru12	apd	mbert	2	0.198	0.037	0.198	0.04
dwug_ru12	prt	mbert	2	0.279	0.003	0.279	0.02
dwug_ru12	ap+jsd	mbert	2	-0.154	0.108	-0.154	0.099
dwug_ru12	ap+apdp	mbert	2	-0.049	0.61	-0.049	0.634
dwug_ru12	app+jsd	mbert	2	-0.143	0.134	-0.143	0.099
dwug_ru12	app+apdp	mbert	2	-0.046	0.633	-0.046	0.673
dwug_ru12	apd	mbert	3	0.215	0.024	0.215	0.02
dwug_ru12	prt	mbert	3	0.311	0.001	0.311	0.02
dwug_ru12	ap+jsd	mbert	3	0.007	0.939	0.007	0.95
dwug_ru12	ap+apdp	mbert	3	-0.001	0.995	-0.001	0.95
dwug_ru12	app+jsd	mbert	3	-0.076	0.425	-0.076	0.554
dwug_ru12	app+apdp	mbert	3	-0.073	0.446	-0.073	0.653
dwug_ru12	apd	mbert	4	0.257	0.006	0.257	0.02
dwug_ru12	prt	mbert	4	0.329	0.0	0.329	0.02
dwug_ru12	ap+jsd	mbert	4	-0.159	0.095	-0.159	0.099
dwug_ru12	ap+apdp	mbert	4	-0.088	0.361	-0.088	0.317
dwug_ru12	app+jsd	mbert	4	-0.119	0.214	-0.119	0.218
dwug_ru12	app+apdp	mbert	4	-0.039	0.681	-0.039	0.693
dwug_ru12	apd	mbert	5	0.295	0.002	0.295	0.04
dwug_ru12	prt	mbert	5	0.364	0.0	0.364	0.02
dwug_ru12	ap+jsd	mbert	5	-0.085	0.376	-0.085	0.356
dwug_ru12	ap+apdp	mbert	5	-0.029	0.766	-0.029	0.733
dwug_ru12	app+jsd	mbert	5	-0.06	0.532	-0.06	0.376
dwug_ru12	app+apdp	mbert	5	0.023	0.815	0.023	0.733
dwug_ru12	apd	mbert	6	0.338	0.0	0.338	0.02
dwug_ru12	prt	mbert	6	0.359	0.0	0.359	0.02
dwug_ru12	ap+jsd	mbert	6	-0.111	0.248	-0.111	0.396
dwug_ru12	ap+apdp	mbert	6	0.144	0.132	0.144	0.099
dwug_ru12	app+jsd	mbert	6	-0.091	0.342	-0.091	0.317
dwug_ru12	app+apdp	mbert	6	0.063	0.51	0.063	0.515
dwug_ru12	apd	mbert	7	0.402	0.0	0.402	0.02
dwug_ru12	prt	mbert	7	0.379	0.0	0.379	0.02
dwug_ru12	ap+jsd	mbert	7	-0.069	0.475	-0.069	0.376
dwug_ru12	ap+apdp	mbert	7	0.104	0.276	0.104	0.277
dwug_ru12	app+jsd	mbert	7	0.052	0.59	0.052	0.495
dwug_ru12	app+apdp	mbert	7	0.032	0.741	0.032	0.792
dwug_ru12	apd	mbert	8	0.427	0.0	0.427	0.02
dwug_ru12	prt	mbert	8	0.393	0.0	0.393	0.02
dwug_ru12	ap+jsd	mbert	8	-0.014	0.882	-0.014	0.931
dwug_ru12	ap+apdp	mbert	8	0.083	0.387	0.083	0.495
dwug_ru12	app+jsd	mbert	8	0.048	0.618	0.048	0.634
dwug_ru12	app+apdp	mbert	8	-0.008	0.936	-0.008	0.95
dwug_ru12	apd	mbert	9	0.382	0.0	0.382	0.02
