benchmark	measure	model	layer	spearman	spearmanp	permutation_test	permutation_testp
dwug_no23	ap+apdp	bert	2	0.223	0.167	0.223	0.178
dwug_no23	app+jsd	bert	2	-0.015	0.925	-0.015	0.99
dwug_no23	app+apdp	bert	2	0.161	0.321	0.161	0.317
dwug_no23	apd	bert	3	0.371	0.018	0.371	0.02
dwug_no23	prt	bert	3	0.365	0.021	0.365	0.099
dwug_no23	ap+jsd	bert	3	-0.051	0.756	-0.051	0.752
dwug_no23	ap+apdp	bert	3	0.255	0.112	0.255	0.119
dwug_no23	app+jsd	bert	3	-0.109	0.502	-0.109	0.574
dwug_no23	app+apdp	bert	3	0.239	0.138	0.239	0.079
dwug_no23	apd	bert	4	0.463	0.003	0.463	0.04
dwug_no23	prt	bert	4	0.408	0.009	0.408	0.04
dwug_no23	ap+jsd	bert	4	0.257	0.11	0.257	0.099
dwug_no23	ap+apdp	bert	4	0.466	0.002	0.466	0.02
dwug_no23	app+jsd	bert	4	0.05	0.759	0.05	0.772
dwug_no23	app+apdp	bert	4	0.34	0.032	0.34	0.079
dwug_no23	apd	bert	5	0.497	0.001	0.497	0.02
dwug_no23	prt	bert	5	0.466	0.002	0.466	0.02
dwug_no23	ap+jsd	bert	5	0.323	0.042	0.323	0.059
dwug_no23	ap+apdp	bert	5	0.555	0.0	0.555	0.02
dwug_no23	app+jsd	bert	5	0.235	0.145	0.235	0.178
dwug_no23	app+apdp	bert	5	0.38	0.016	0.38	0.02
dwug_no23	apd	bert	6	0.532	0.0	0.532	0.02
dwug_no23	prt	bert	6	0.471	0.002	0.471	0.02
dwug_no23	ap+jsd	bert	6	0.44	0.005	0.44	0.02
dwug_no23	ap+apdp	bert	6	0.489	0.001	0.489	0.02
dwug_no23	app+jsd	bert	6	0.033	0.838	0.033	0.851
dwug_no23	app+apdp	bert	6	0.428	0.006	0.428	0.02
dwug_no23	apd	bert	7	0.547	0.0	0.547	0.04
dwug_no23	prt	bert	7	0.501	0.001	0.501	0.04
dwug_no23	ap+jsd	bert	7	0.115	0.48	0.115	0.475
dwug_no23	ap+apdp	bert	7	0.411	0.008	0.411	0.02
dwug_no23	app+jsd	bert	7	0.059	0.717	0.059	0.574
dwug_no23	app+apdp	bert	7	0.397	0.011	0.397	0.04
dwug_no23	apd	bert	8	0.529	0.0	0.529	0.02
dwug_no23	prt	bert	8	0.493	0.001	0.493	0.02
dwug_no23	ap+jsd	bert	8	-0.029	0.857	-0.029	0.931
dwug_no23	ap+apdp	bert	8	0.37	0.019	0.37	0.02
dwug_no23	app+jsd	bert	8	0.281	0.079	0.281	0.059
dwug_no23	app+apdp	bert	8	0.449	0.004	0.449	0.02
dwug_no23	apd	bert	9	0.525	0.001	0.525	0.02
dwug_no23	prt	bert	9	0.485	0.002	0.485	0.02
dwug_no23	ap+jsd	bert	9	0.092	0.57	0.092	0.475
dwug_no23	ap+apdp	bert	9	0.347	0.028	0.347	0.059
dwug_no23	app+jsd	bert	9	0.061	0.71	0.061	0.772
dwug_no23	app+apdp	bert	9	0.39	0.013	0.39	0.079
dwug_no23	apd	bert	10	0.531	0.0	0.531	0.02
dwug_no23	prt	bert	10	0.481	0.002	0.481	0.02
dwug_no23	ap+jsd	bert	10	0.168	0.3	0.168	0.337
dwug_no23	ap+apdp	bert	10	0.351	0.026	0.351	0.04
dwug_no23	app+jsd	bert	10	0.137	0.4	0.137	0.416
dwug_no23	app+apdp	bert	10	0.488	0.001	0.488	0.02
dwug_no23	apd	bert	11	0.53	0.0	0.53	0.02
dwug_no23	prt	bert	11	0.503	0.001	0.503	0.02
dwug_no23	ap+jsd	bert	11	0.09	0.579	0.09	0.515
dwug_no23	ap+apdp	bert	11	0.282	0.078	0.282	0.119
dwug_no23	app+jsd	bert	11	-0.175	0.28	-0.175	0.396
dwug_no23	app+apdp	bert	11	0.296	0.064	0.296	0.099
dwug_no23	apd	bert	12	0.466	0.002	0.466	0.02
dwug_no23	prt	bert	12	0.444	0.004	0.444	0.02
dwug_no23	ap+jsd	bert	12	0.011	0.947	0.011	0.792
dwug_no23	ap+apdp	bert	12	0.452	0.003	0.452	0.02
dwug_no23	app+jsd	bert	12	-0.081	0.619	-0.081	0.792
dwug_no23	app+apdp	bert	12	0.087	0.595	0.087	0.792
dwug_no23	apd	mbert	1	0.219	0.175	0.219	0.158
dwug_no23	prt	mbert	1	0.168	0.3	0.168	0.297
dwug_no23	ap+jsd	mbert	1	0.021	0.898	0.021	0.95
dwug_no23	ap+apdp	mbert	1	0.189	0.243	0.189	0.178
dwug_no23	app+jsd	mbert	1	0.242	0.132	0.242	0.079
dwug_no23	app+apdp	mbert	1	0.127	0.436	0.127	0.337
dwug_no23	apd	mbert	2	0.213	0.187	0.213	0.198
dwug_no23	prt	mbert	2	0.215	0.182	0.215	0.218
dwug_no23	ap+jsd	mbert	2	0.104	0.524	0.104	0.515
dwug_no23	ap+apdp	mbert	2	0.283	0.076	0.283	0.04
dwug_no23	app+jsd	mbert	2	0.169	0.299	0.169	0.396
dwug_no23	app+apdp	mbert	2	0.103	0.526	0.103	0.614
dwug_no23	apd	mbert	3	0.223	0.167	0.223	0.218
dwug_no23	prt	mbert	3	0.294	0.066	0.294	0.04
dwug_no23	ap+jsd	mbert	3	-0.011	0.946	-0.011	0.871
dwug_no23	ap+apdp	mbert	3	0.057	0.729	0.057	0.634
dwug_no23	app+jsd	mbert	3	-0.117	0.471	-0.117	0.455
dwug_no23	app+apdp	mbert	3	0.064	0.695	0.064	0.792
dwug_no23	apd	mbert	4	0.322	0.043	0.322	0.04
dwug_no23	prt	mbert	4	0.303	0.057	0.303	0.059
dwug_no23	ap+jsd	mbert	4	-0.282	0.077	-0.282	0.04
dwug_no23	ap+apdp	mbert	4	0.014	0.932	0.014	0.851
dwug_no23	app+jsd	mbert	4	-0.008	0.961	-0.008	0.95
dwug_no23	app+apdp	mbert	4	0.152	0.349	0.152	0.337
dwug_no23	apd	mbert	5	0.364	0.021	0.364	0.02
dwug_no23	prt	mbert	5	0.367	0.02	0.367	0.079
dwug_no23	ap+jsd	mbert	5	0.143	0.378	0.143	0.475
dwug_no23	ap+apdp	mbert	5	0.178	0.271	0.178	0.317
dwug_no23	app+jsd	mbert	5	0.011	0.948	0.011	0.95
dwug_no23	app+apdp	mbert	5	0.156	0.336	0.156	0.436
dwug_no23	apd	mbert	6	0.374	0.018	0.374	0.059
dwug_no23	prt	mbert	6	0.33	0.037	0.33	0.059
dwug_no23	ap+jsd	mbert	6	0.206	0.203	0.206	0.178
dwug_no23	ap+apdp	mbert	6	0.259	0.107	0.259	0.139
dwug_no23	app+jsd	mbert	6	-0.067	0.679	-0.067	0.673
dwug_no23	app+apdp	mbert	6	0.295	0.065	0.295	0.02
dwug_no23	apd	mbert	7	0.437	0.005	0.437	0.02
dwug_no23	prt	mbert	7	0.371	0.018	0.371	0.04
dwug_no23	ap+jsd	mbert	7	0.14	0.389	0.14	0.218
dwug_no23	ap+apdp	mbert	7	0.085	0.602	0.085	0.475
dwug_no23	app+jsd	mbert	7	-0.072	0.657	-0.072	0.752
dwug_no23	app+apdp	mbert	7	0.195	0.228	0.195	0.277
dwug_no23	apd	mbert	8	0.499	0.001	0.499	0.02
dwug_no23	prt	mbert	8	0.389	0.013	0.389	0.059
dwug_no23	ap+jsd	mbert	8	0.469	0.002	0.469	0.02
dwug_no23	ap+apdp	mbert	8	0.451	0.003	0.451	0.02
dwug_no23	app+jsd	mbert	8	0.08	0.623	0.08	0.752
dwug_no23	app+apdp	mbert	8	0.428	0.006	0.428	0.02
dwug_no23	apd	mbert	9	0.462	0.003	0.462	0.04
dwug_no23	prt	mbert	9	0.38	0.016	0.38	0.04
dwug_no23	ap+jsd	mbert	9	0.198	0.22	0.198	0.198
dwug_no23	ap+apdp	mbert	9	0.245	0.128	0.245	0.119
dwug_no23	app+jsd	mbert	9	0.254	0.114	0.254	0.099
dwug_no23	app+apdp	mbert	9	0.118	0.469	0.118	0.535
dwug_no23	apd	mbert	10	0.425	0.006	0.425	0.02
dwug_no23	prt	mbert	10	0.398	0.011	0.398	0.02
dwug_no23	ap+jsd	mbert	10	0.271	0.091	0.271	0.139
dwug_no23	ap+apdp	mbert	10	0.238	0.139	0.238	0.158
dwug_no23	app+jsd	mbert	10	0.243	0.13	0.243	0.119
dwug_no23	app+apdp	mbert	10	0.175	0.28	0.175	0.317
dwug_no23	apd	mbert	11	0.403	0.01	0.403	0.04
dwug_no23	prt	mbert	11	0.365	0.021	0.365	0.059
dwug_no23	ap+jsd	mbert	11	0.146	0.368	0.146	0.376
dwug_no23	ap+apdp	mbert	11	0.267	0.096	0.267	0.099
dwug_no23	app+jsd	mbert	11	-0.015	0.928	-0.015	0.812
dwug_no23	app+apdp	mbert	11	0.291	0.068	0.291	0.04
dwug_no23	apd	mbert	12	0.488	0.001	0.488	0.02
dwug_no23	prt	mbert	12	0.438	0.005	0.438	0.02
dwug_no23	ap+jsd	mbert	12	-0.09	0.58	-0.09	0.673
dwug_no23	ap+apdp	mbert	12	0.126	0.438	0.126	0.574
dwug_no23	app+jsd	mbert	12	-0.027	0.869	-0.027	0.891
dwug_no23	app+apdp	mbert	12	0.29	0.07	0.29	0.059
dwug_no23	apd	xlm-r	1	0.203	0.209	0.203	0.079
dwug_no23	prt	xlm-r	1	0.039	0.811	0.039	0.832
dwug_no23	ap+jsd	xlm-r	1	-0.239	0.138	-0.239	0.257
dwug_no23	ap+apdp	xlm-r	1	-0.013	0.937	-0.013	0.99
dwug_no23	app+jsd	xlm-r	1	0.11	0.499	0.11	0.574
dwug_no23	app+apdp	xlm-r	1	0.154	0.344	0.154	0.257
dwug_no23	apd	xlm-r	2	0.235	0.145	0.235	0.198
dwug_no23	prt	xlm-r	2	-0.02	0.903	-0.02	0.851
dwug_no23	ap+jsd	xlm-r	2	0.028	0.864	0.028	0.772
dwug_no23	ap+apdp	xlm-r	2	0.102	0.531	0.102	0.554
dwug_no23	app+jsd	xlm-r	2	0.05	0.757	0.05	0.772
dwug_no23	app+apdp	xlm-r	2	0.214	0.185	0.214	0.218
dwug_no23	apd	xlm-r	3	0.243	0.131	0.243	0.139
dwug_no23	prt	xlm-r	3	0.005	0.977	0.005	0.97
dwug_no23	ap+jsd	xlm-r	3	0.124	0.446	0.124	0.297
dwug_no23	ap+apdp	xlm-r	3	0.127	0.436	0.127	0.376
dwug_no23	app+jsd	xlm-r	3	0.049	0.766	0.049	0.574
dwug_no23	app+apdp	xlm-r	3	0.204	0.207	0.204	0.178
dwug_no23	apd	xlm-r	4	0.264	0.099	0.264	0.099
dwug_no23	prt	xlm-r	4	0.075	0.644	0.075	0.772
dwug_no23	ap+jsd	xlm-r	4	0.02	0.903	0.02	0.772
dwug_no23	ap+apdp	xlm-r	4	0.089	0.586	0.089	0.733
dwug_no23	app+jsd	xlm-r	4	0.046	0.776	0.046	0.812
dwug_no23	app+apdp	xlm-r	4	0.062	0.703	0.062	0.673
dwug_no23	apd	xlm-r	5	0.33	0.038	0.33	0.059
dwug_no23	prt	xlm-r	5	0.189	0.243	0.189	0.356
dwug_no23	ap+jsd	xlm-r	5	0.149	0.358	0.149	0.297
dwug_no23	ap+apdp	xlm-r	5	0.362	0.022	0.362	0.079
dwug_no23	app+jsd	xlm-r	5	0.103	0.526	0.103	0.614
dwug_no23	app+apdp	xlm-r	5	0.316	0.047	0.316	0.059
dwug_no23	apd	xlm-r	6	0.367	0.02	0.367	0.02
dwug_no23	prt	xlm-r	6	0.232	0.149	0.232	0.119
dwug_no23	ap+jsd	xlm-r	6	0.131	0.421	0.131	0.356
dwug_no23	ap+apdp	xlm-r	6	0.25	0.12	0.25	0.079
dwug_no23	app+jsd	xlm-r	6	0.188	0.246	0.188	0.198
dwug_no23	app+apdp	xlm-r	6	0.102	0.529	0.102	0.554
dwug_no23	apd	xlm-r	7	0.375	0.017	0.375	0.02
dwug_no23	prt	xlm-r	7	0.236	0.143	0.236	0.139
dwug_no23	ap+jsd	xlm-r	7	-0.13	0.424	-0.13	0.376
dwug_no23	ap+apdp	xlm-r	7	0.22	0.173	0.22	0.218
dwug_no23	app+jsd	xlm-r	7	-0.314	0.048	-0.314	0.059
dwug_no23	app+apdp	xlm-r	7	-0.034	0.837	-0.034	0.772
dwug_no23	apd	xlm-r	8	0.373	0.018	0.373	0.04
dwug_no23	prt	xlm-r	8	0.246	0.127	0.246	0.059
dwug_no23	ap+jsd	xlm-r	8	0.256	0.111	0.256	0.158
dwug_no23	ap+apdp	xlm-r	8	0.388	0.013	0.388	0.02
dwug_no23	app+jsd	xlm-r	8	-0.16	0.323	-0.16	0.297
dwug_no23	app+apdp	xlm-r	8	0.155	0.34	0.155	0.297
dwug_no23	apd	xlm-r	9	0.394	0.012	0.394	0.02
dwug_no23	prt	xlm-r	9	0.239	0.138	0.239	0.139
dwug_no23	ap+jsd	xlm-r	9	0.031	0.851	0.031	0.772
dwug_no23	ap+apdp	xlm-r	9	0.232	0.15	0.232	0.139
dwug_no23	app+jsd	xlm-r	9	-0.084	0.605	-0.084	0.495
dwug_no23	app+apdp	xlm-r	9	0.149	0.36	0.149	0.436
dwug_no23	apd	xlm-r	10	0.411	0.008	0.411	0.04
dwug_no23	prt	xlm-r	10	0.263	0.101	0.263	0.059
dwug_no23	ap+jsd	xlm-r	10	0.101	0.537	0.101	0.475
dwug_no23	ap+apdp	xlm-r	10	0.259	0.107	0.259	0.059
dwug_no23	app+jsd	xlm-r	10	0.168	0.299	0.168	0.238
dwug_no23	app+apdp	xlm-r	10	0.275	0.085	0.275	0.059
dwug_no23	apd	xlm-r	11	0.432	0.005	0.432	0.02
dwug_no23	prt	xlm-r	11	0.214	0.185	0.214	0.178
dwug_no23	ap+jsd	xlm-r	11	0.062	0.702	0.062	0.792
dwug_no23	ap+apdp	xlm-r	11	0.337	0.033	0.337	0.04
dwug_no23	app+jsd	xlm-r	11	0.168	0.3	0.168	0.277
dwug_no23	app+apdp	xlm-r	11	0.438	0.005	0.438	0.02
dwug_no23	apd	xlm-r	12	0.379	0.016	0.379	0.04
dwug_no23	prt	xlm-r	12	0.149	0.359	0.149	0.376
dwug_no23	ap+jsd	xlm-r	12	0.03	0.852	0.03	0.95
dwug_no23	ap+apdp	xlm-r	12	0.336	0.034	0.336	0.04
dwug_no23	app+jsd	xlm-r	12	0.093	0.569	0.093	0.515
dwug_no23	app+apdp	xlm-r	12	0.349	0.027	0.349	0.02
dwug_no23	apd	xl-lexeme	tuned	0.64	0.0	0.64	0.02
dwug_no23	prt	xl-lexeme	tuned	0.519	0.001	0.519	0.02
dwug_no23	ap+jsd	xl-lexeme	tuned	0.381	0.015	0.381	0.099
dwug_no23	ap+apdp	xl-lexeme	tuned	0.581	0.0	0.581	0.02
dwug_no23	app+jsd	xl-lexeme	tuned	0.086	0.598	0.086	0.535
dwug_no23	app+apdp	xl-lexeme	tuned	0.457	0.003	0.457	0.02
dwug_en12	apd	histo-bert	12	0.656	0.0	0.656	0.02
dwug_en12	prt	histo-bert	12	0.398	0.006	0.398	0.02
dwug_en12	ap+jsd	histo-bert	12	0.333	0.024	0.333	0.059
dwug_en12	ap+apdp	histo-bert	12	0.568	0.0	0.568	0.02
dwug_en12	app+jsd	histo-bert	12	0.222	0.138	0.222	0.178
dwug_en12	app+apdp	histo-bert	12	0.364	0.013	0.364	0.04
dwug_en12	apd	histo-mbert	12	0.161	0.285	0.161	0.317
dwug_en12	prt	histo-mbert	12	0.372	0.011	0.372	0.02
dwug_en12	ap+jsd	histo-mbert	12	0.29	0.05	0.29	0.059
dwug_en12	ap+apdp	histo-mbert	12	0.129	0.391	0.129	0.376
dwug_en12	app+jsd	histo-mbert	12	0.084	0.579	0.084	0.436
dwug_en12	app+apdp	histo-mbert	12	0.086	0.572	0.086	0.614
dwug_en12	apd	macberth	12	0.28	0.059	0.28	0.079
dwug_en12	prt	macberth	12	0.185	0.218	0.185	0.119
dwug_en12	ap+jsd	macberth	12	0.238	0.111	0.238	0.079
dwug_en12	ap+apdp	macberth	12	0.297	0.045	0.297	0.059
dwug_en12	app+jsd	macberth	12	0.119	0.431	0.119	0.495
dwug_en12	app+apdp	macberth	12	0.19	0.205	0.19	0.218
dwug_sv12	apd	histo-mbert	12	0.23	0.133	0.23	0.277
dwug_sv12	prt	histo-mbert	12	0.101	0.516	0.101	0.515
dwug_sv12	ap+jsd	histo-mbert	12	0.147	0.341	0.147	0.238
dwug_sv12	ap+apdp	histo-mbert	12	0.264	0.083	0.264	0.139
dwug_sv12	app+jsd	histo-mbert	12	0.036	0.818	0.036	0.752
dwug_sv12	app+apdp	histo-mbert	12	0.112	0.47	0.112	0.535
dwug_la12	apd	histo-mbert	12	0.262	0.102	0.262	0.119
dwug_la12	prt	histo-mbert	12	0.388	0.013	0.388	0.04
dwug_la12	ap+jsd	histo-mbert	12	0.2	0.217	0.2	0.238
dwug_la12	ap+apdp	histo-mbert	12	-0.04	0.805	-0.04	0.891
dwug_la12	app+jsd	histo-mbert	12	0.077	0.639	0.077	0.812
dwug_la12	app+apdp	histo-mbert	12	-0.083	0.613	-0.083	0.495
dwug_de12	apd	histo-mbert	12	0.268	0.06	0.268	0.079
dwug_de12	prt	histo-mbert	12	0.375	0.007	0.375	0.02
dwug_de12	ap+jsd	histo-mbert	12	0.223	0.12	0.223	0.178
dwug_de12	ap+apdp	histo-mbert	12	0.231	0.107	0.231	0.119
dwug_de12	app+jsd	histo-mbert	12	0.149	0.301	0.149	0.277
dwug_de12	app+apdp	histo-mbert	12	0.328	0.02	0.328	0.02
dwug_zh12	apd	histo-mbert	12	0.272	0.09	0.272	0.079
dwug_zh12	prt	histo-mbert	12	0.329	0.038	0.329	0.04
dwug_zh12	ap+jsd	histo-mbert	12	0.011	0.948	0.011	1.0
dwug_zh12	ap+apdp	histo-mbert	12	-0.038	0.814	-0.038	0.891
dwug_zh12	app+jsd	histo-mbert	12	0.237	0.141	0.237	0.218
dwug_zh12	app+apdp	histo-mbert	12	0.181	0.263	0.181	0.178
dwug_no23	apd	histo-mbert	12	0.271	0.09	0.271	0.04
dwug_no23	prt	histo-mbert	12	0.101	0.535	0.101	0.455
dwug_no23	ap+jsd	histo-mbert	12	-0.064	0.694	-0.064	0.752
dwug_no23	ap+apdp	histo-mbert	12	0.175	0.281	0.175	0.218
dwug_no23	app+jsd	histo-mbert	12	-0.304	0.056	-0.304	0.079
dwug_no23	app+apdp	histo-mbert	12	0.058	0.723	0.058	0.792
dwug_es12	apd	bert	1	0.167	0.096	0.167	0.139
dwug_es12	prt	bert	1	0.303	0.002	0.303	0.02
dwug_es12	ap+jsd	bert	1	0.168	0.095	0.168	0.059
dwug_es12	ap+apdp	bert	1	0.047	0.642	0.047	0.634
dwug_es12	app+jsd	bert	1	0.136	0.178	0.136	0.158
dwug_es12	app+apdp	bert	1	0.132	0.191	0.132	0.396
dwug_es12	apd	bert	2	0.255	0.011	0.255	0.02
dwug_es12	prt	bert	2	0.407	0.0	0.407	0.02
dwug_es12	ap+jsd	bert	2	0.104	0.302	0.104	0.475
dwug_es12	ap+apdp	bert	2	0.051	0.615	0.051	0.713
dwug_es12	app+jsd	bert	2	0.115	0.256	0.115	0.238
dwug_es12	app+apdp	bert	2	0.103	0.307	0.103	0.257
dwug_es12	apd	bert	3	0.307	0.002	0.307	0.02
dwug_es12	prt	bert	3	0.438	0.0	0.438	0.02
dwug_es12	ap+jsd	bert	3	0.161	0.109	0.161	0.079
dwug_es12	ap+apdp	bert	3	0.108	0.285	0.108	0.376
dwug_es12	app+jsd	bert	3	0.252	0.012	0.252	0.059
dwug_es12	app+apdp	bert	3	0.228	0.022	0.228	0.02
dwug_es12	apd	bert	4	0.394	0.0	0.394	0.02
dwug_es12	prt	bert	4	0.455	0.0	0.455	0.02
dwug_es12	ap+jsd	bert	4	0.263	0.008	0.263	0.02
dwug_es12	ap+apdp	bert	4	0.3	0.002	0.3	0.02
dwug_es12	app+jsd	bert	4	0.063	0.533	0.063	0.634
dwug_es12	app+apdp	bert	4	0.292	0.003	0.292	0.02
dwug_es12	apd	bert	5	0.45	0.0	0.45	0.02
dwug_es12	prt	bert	5	0.455	0.0	0.455	0.02
dwug_es12	ap+jsd	bert	5	0.247	0.013	0.247	0.02
dwug_es12	ap+apdp	bert	5	0.282	0.005	0.282	0.04
dwug_es12	app+jsd	bert	5	0.162	0.108	0.162	0.119
dwug_es12	app+apdp	bert	5	0.356	0.0	0.356	0.02
dwug_es12	apd	bert	6	0.468	0.0	0.468	0.02
dwug_es12	prt	bert	6	0.451	0.0	0.451	0.02
dwug_es12	ap+jsd	bert	6	0.363	0.0	0.363	0.02
dwug_es12	ap+apdp	bert	6	0.337	0.001	0.337	0.02
dwug_es12	app+jsd	bert	6	0.19	0.058	0.19	0.079
dwug_es12	app+apdp	bert	6	0.382	0.0	0.382	0.02
dwug_es12	apd	bert	7	0.479	0.0	0.479	0.02
dwug_es12	prt	bert	7	0.466	0.0	0.466	0.02
dwug_es12	ap+jsd	bert	7	0.406	0.0	0.406	0.02
dwug_es12	ap+apdp	bert	7	0.287	0.004	0.287	0.02
dwug_es12	app+jsd	bert	7	0.153	0.128	0.153	0.139
dwug_es12	app+apdp	bert	7	0.382	0.0	0.382	0.02
dwug_es12	apd	bert	8	0.438	0.0	0.438	0.02
dwug_es12	prt	bert	8	0.453	0.0	0.453	0.02
dwug_es12	ap+jsd	bert	8	0.384	0.0	0.384	0.02
dwug_es12	ap+apdp	bert	8	0.282	0.005	0.282	0.02
dwug_es12	app+jsd	bert	8	0.055	0.59	0.055	0.594
dwug_es12	app+apdp	bert	8	0.34	0.001	0.34	0.02
dwug_es12	apd	bert	9	0.399	0.0	0.399	0.02
dwug_es12	prt	bert	9	0.476	0.0	0.476	0.02
dwug_es12	ap+jsd	bert	9	0.27	0.006	0.27	0.02
dwug_es12	ap+apdp	bert	9	0.256	0.01	0.256	0.02
dwug_es12	app+jsd	bert	9	0.134	0.184	0.134	0.277
dwug_es12	app+apdp	bert	9	0.324	0.001	0.324	0.02
dwug_es12	apd	bert	10	0.282	0.005	0.282	0.02
dwug_es12	prt	bert	10	0.417	0.0	0.417	0.02
dwug_es12	ap+jsd	bert	10	0.294	0.003	0.294	0.04
dwug_es12	ap+apdp	bert	10	0.313	0.002	0.313	0.02
dwug_es12	app+jsd	bert	10	0.165	0.1	0.165	0.079
dwug_es12	app+apdp	bert	10	0.306	0.002	0.306	0.02
dwug_es12	apd	bert	11	0.257	0.01	0.257	0.02
dwug_es12	prt	bert	11	0.422	0.0	0.422	0.02
dwug_es12	ap+jsd	bert	11	0.351	0.0	0.351	0.02
dwug_es12	ap+apdp	bert	11	0.4	0.0	0.4	0.02
dwug_es12	app+jsd	bert	11	0.149	0.139	0.149	0.178
dwug_es12	app+apdp	bert	11	0.424	0.0	0.424	0.02
dwug_es12	apd	bert	12	0.335	0.001	0.335	0.02
dwug_es12	prt	bert	12	0.413	0.0	0.413	0.02
dwug_es12	ap+jsd	bert	12	0.225	0.024	0.225	0.059
dwug_es12	ap+apdp	bert	12	0.273	0.006	0.273	0.04
dwug_es12	app+jsd	bert	12	0.217	0.03	0.217	0.02
dwug_es12	app+apdp	bert	12	0.383	0.0	0.383	0.02
dwug_es12	apd	mbert	1	0.104	0.304	0.104	0.317
dwug_es12	prt	mbert	1	0.295	0.003	0.295	0.02
dwug_es12	ap+jsd	mbert	1	0.233	0.02	0.233	0.02
dwug_es12	ap+apdp	mbert	1	0.116	0.25	0.116	0.218
dwug_es12	app+jsd	mbert	1	-0.082	0.417	-0.082	0.574
dwug_es12	app+apdp	mbert	1	0.051	0.614	0.051	0.515
dwug_es12	apd	mbert	2	0.164	0.103	0.164	0.099
dwug_es12	prt	mbert	2	0.397	0.0	0.397	0.02
dwug_es12	ap+jsd	mbert	2	0.109	0.281	0.109	0.297
dwug_es12	ap+apdp	mbert	2	0.153	0.128	0.153	0.178
dwug_es12	app+jsd	mbert	2	-0.088	0.386	-0.088	0.337
dwug_es12	app+apdp	mbert	2	0.105	0.299	0.105	0.178
dwug_es12	apd	mbert	3	0.212	0.035	0.212	0.04
dwug_es12	prt	mbert	3	0.424	0.0	0.424	0.02
dwug_es12	ap+jsd	mbert	3	0.142	0.157	0.142	0.158
dwug_es12	ap+apdp	mbert	3	0.125	0.216	0.125	0.257
dwug_es12	app+jsd	mbert	3	-0.061	0.549	-0.061	0.535
dwug_es12	app+apdp	mbert	3	0.108	0.286	0.108	0.257
dwug_es12	apd	mbert	4	0.276	0.005	0.276	0.02
dwug_es12	prt	mbert	4	0.446	0.0	0.446	0.02
dwug_es12	ap+jsd	mbert	4	0.195	0.051	0.195	0.059
dwug_es12	ap+apdp	mbert	4	0.173	0.085	0.173	0.099
dwug_es12	app+jsd	mbert	4	0.208	0.037	0.208	0.04
dwug_es12	app+apdp	mbert	4	0.175	0.082	0.175	0.099
dwug_es12	apd	mbert	5	0.345	0.0	0.345	0.02
dwug_es12	prt	mbert	5	0.495	0.0	0.495	0.02
dwug_es12	ap+jsd	mbert	5	0.319	0.001	0.319	0.02
dwug_es12	ap+apdp	mbert	5	0.263	0.008	0.263	0.02
dwug_es12	app+jsd	mbert	5	0.238	0.017	0.238	0.04
dwug_es12	app+apdp	mbert	5	0.295	0.003	0.295	0.02
dwug_es12	apd	mbert	6	0.361	0.0	0.361	0.02
dwug_es12	prt	mbert	6	0.524	0.0	0.524	0.02
dwug_es12	ap+jsd	mbert	6	0.251	0.012	0.251	0.02
dwug_es12	ap+apdp	mbert	6	0.305	0.002	0.305	0.02
dwug_es12	app+jsd	mbert	6	0.09	0.374	0.09	0.297
dwug_es12	app+apdp	mbert	6	0.387	0.0	0.387	0.02
dwug_es12	apd	mbert	7	0.364	0.0	0.364	0.02
dwug_es12	prt	mbert	7	0.498	0.0	0.498	0.02
dwug_es12	ap+jsd	mbert	7	0.301	0.002	0.301	0.02
dwug_es12	ap+apdp	mbert	7	0.318	0.001	0.318	0.02
dwug_es12	app+jsd	mbert	7	-0.013	0.895	-0.013	0.733
dwug_es12	app+apdp	mbert	7	0.318	0.001	0.318	0.02
dwug_es12	apd	mbert	8	0.43	0.0	0.43	0.02
dwug_es12	prt	mbert	8	0.514	0.0	0.514	0.02
dwug_es12	ap+jsd	mbert	8	0.401	0.0	0.401	0.02
dwug_es12	ap+apdp	mbert	8	0.343	0.0	0.343	0.02
dwug_es12	app+jsd	mbert	8	0.074	0.462	0.074	0.317
dwug_es12	app+apdp	mbert	8	0.371	0.0	0.371	0.02
dwug_es12	apd	mbert	9	0.413	0.0	0.413	0.02
dwug_es12	prt	mbert	9	0.501	0.0	0.501	0.02
dwug_es12	ap+jsd	mbert	9	0.296	0.003	0.296	0.02
dwug_es12	ap+apdp	mbert	9	0.374	0.0	0.374	0.02
dwug_es12	app+jsd	mbert	9	0.009	0.929	0.009	0.891
dwug_es12	app+apdp	mbert	9	0.45	0.0	0.45	0.02
dwug_es12	apd	mbert	10	0.331	0.001	0.331	0.02
dwug_es12	prt	mbert	10	0.482	0.0	0.482	0.02
dwug_es12	ap+jsd	mbert	10	0.201	0.045	0.201	0.04
dwug_es12	ap+apdp	mbert	10	0.293	0.003	0.293	0.02
dwug_es12	app+jsd	mbert	10	0.132	0.191	0.132	0.139
dwug_es12	app+apdp	mbert	10	0.388	0.0	0.388	0.02
dwug_es12	apd	mbert	11	0.265	0.008	0.265	0.02
dwug_es12	prt	mbert	11	0.489	0.0	0.489	0.02
dwug_es12	ap+jsd	mbert	11	0.31	0.002	0.31	0.02
dwug_es12	ap+apdp	mbert	11	0.385	0.0	0.385	0.02
dwug_es12	app+jsd	mbert	11	0.22	0.028	0.22	0.04
dwug_es12	app+apdp	mbert	11	0.432	0.0	0.432	0.02
